time,symbol,event,direction,entry,sl,tp,exit,result_r,oi_change_pct,funding_rate,edge,volume_ratio5,rsi5,spread_pct,amount24,note,scan_time_jst,ticker_time_jst,price,bid,ask,volume24,change24,oi,rsi1,rsi15,ema9_1,ema21_1,ema9_5,ema21_5,ema9_15,ema21_15,macd1,macd_signal1,macd_hist1,macd5,macd_signal5,macd_hist5,macd15,macd_signal15,macd_hist15,volume_ratio1,volume_ratio15,atr1_pct,atr5_pct,atr15_pct,long_score,short_score,bias,btc_price,btc_ret_1m_pct,btc_ret_5m_pct,btc_ret_15m_pct,btc_ret_1h_pct,btc_rsi1,btc_rsi5,btc_rsi15,btc_rsi60,btc_ema9_1,btc_ema21_1,btc_ema9_5,btc_ema21_5,btc_ema9_15,btc_ema21_15,btc_ema9_60,btc_ema21_60,btc_macd1,btc_macd_signal1,btc_macd5,btc_macd_signal5,btc_macd15,btc_macd_signal15,btc_macd60,btc_macd_signal60,btc_volume_ratio1,btc_volume_ratio5,btc_volume_ratio15,btc_volume_ratio60,btc_atr1_pct,btc_atr5_pct,btc_atr15_pct,btc_atr60_pct
2026-08-24T20:50:54.772574,SILVER_USDT,OPEN,LONG,69.18,68.93787,69.66426,,,6.959961346721913,0.0,30.0,1.28299124878089,55.55555555555556,0.014455044810646306,111495585.4965,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T20:50:54.772623,TRUMPOFFICIAL_USDT,OPEN,LONG,2.517,2.4881142857142855,2.5747714285714287,,,3.949405865418037,-8.6e-05,23.0,2.4636542203701732,58.28571428571428,0.039729837107663486,88784704.168,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T20:50:54.772670,TAO_USDT,OPEN,LONG,237.04,235.39,240.34,,,1.1578836180404595,5e-05,24.0,1.8137482641562748,52.63628239499541,0.02531218359770599,70547840.2584,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T20:50:54.772758,WLD_USDT,OPEN,LONG,0.3998,0.3970142857142857,0.4053714285714286,,,4.7863718088959235,4.6e-05,21.0,2.081815697430947,48.92473118279567,0.025012506253137695,45303118.3673,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:01:22.790157,XAU_USDT,OPEN,LONG,4661.14,4644.826010000001,4693.76798,,,1.1589223256558416,1e-05,15.0,1.1026468981917013,59.60253841015377,0.0006436193720989894,610262467.33011,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:01:22.790257,LINK_USDT,OPEN,LONG,11.697,11.640085714285714,11.810828571428571,,,0.3647025755767627,0.0001,10.0,1.3182944792166111,69.20980926430505,0.00854920064973451,148131336.154,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:01:22.790313,PUMPFUN_USDT,OPEN,LONG,0.00501,0.004961142857142857,0.005107714285714286,,,3.9969568648631033,5e-05,12.0,2.5732796648165266,51.77993527508085,0.019960079840322012,50893044.8184,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:10:57.978613,PEPE_USDT,LOSS,LONG,4.0917e-06,4.065574285714286e-06,4.143951428571429e-06,4.065574285714286e-06,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:10:57.978857,TUT_USDT,OPEN,SHORT,0.06302,0.06664828571428572,0.05576342857142858,,,34.088638269038626,5e-05,17.5,1.9956972448487176,16.573396470081803,0.04760393525865161,50316555.16,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:10:57.978960,ADA_USDT,OPEN,LONG,0.2225,0.22105142857142857,0.22539714285714285,,,2.9098930574977313,0.0001,12.0,1.402172144904018,65.71428571428564,0.044943820224714146,45236661.9527,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:20:58.071508,ETH_USDT,LOSS,LONG,2491.74,2481.163714285714,2512.892571428571,2481.163714285714,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:20:58.071584,WLD_USDT,LOSS,LONG,0.3998,0.3970142857142857,0.4053714285714286,0.3970142857142857,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:20:58.071623,LINK_USDT,LOSS,LONG,11.697,11.640085714285714,11.810828571428571,11.640085714285714,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:20:58.071653,ADA_USDT,LOSS,LONG,0.2225,0.22105142857142857,0.22539714285714285,0.22105142857142857,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:20:58.071713,SOXL_USDT,OPEN,SHORT,114.51,115.33114285714286,112.8677142857143,,,5.63898556888803,0.0,15.5,1.1268624238204792,59.493670886076046,0.008732861758802826,289324070.782,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:20:58.071754,ZEC_USDT,OPEN,LONG,843.49,836.3191428571429,857.8317142857144,,,1.5394934551965624,0.0001,19.0,1.1296929702427552,62.42854326828311,0.0011855505103784165,255067904.4854,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:31:06.853590,TAO_USDT,WIN,LONG,237.04,235.39,240.34,240.34,2.0,,,,,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:31:06.853712,ZEC_USDT,WIN,LONG,843.49,836.3191428571429,857.8317142857144,857.8317142857144,2.0,,,,,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:31:06.853828,HYPE_USDT,OPEN,LONG,80.335,79.84591428571429,81.31317142857142,,,4.942248599053114,5e-05,26.0,1.195004142138029,76.41437308868497,0.0012447874525484222,263524741.7422,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:31:06.853899,ZEC_USDT,OPEN,LONG,851.44,843.3417142857144,867.6365714285715,,,0.64678710676415,0.0001,39.0,2.3784273945125993,66.34887005649719,0.0011744808794502141,258450417.1388,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:31:06.853991,TAO_USDT,OPEN,LONG,239.92,238.28371428571427,243.19257142857145,,,2.2253559068195288,5e-05,35.0,1.5828812335186524,69.83184965380792,0.004168056018680947,70105172.8349,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:41:01.666969,SUI_USDT,OPEN,LONG,0.8338,0.8275171428571428,0.8463657142857142,,,2.6238186658574545,0.0001,37.0,1.1028069128357223,62.37373737373739,0.011993283761092467,97871441.7991,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:41:01.667105,ADA_USDT,OPEN,LONG,0.2246,0.22298857142857142,0.22782285714285713,,,1.756186618810119,0.0001,43.0,1.6757552899773454,71.69811320754702,0.04452359750668599,46668426.6483,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:50:55.492456,PEPE_USDT,OPEN,LONG,4.1068e-06,4.072711428571429e-06,4.174977142857143e-06,,,15.900081658657303,0.0001,37.0,1.8120701824759804,55.08130081300824,0.002434985877066627,148584148.967,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T21:50:55.492594,AVAX_USDT,OPEN,LONG,7.572,7.538742857142857,7.638514285714285,,,1.780733971913738,0.0001,35.0,1.6846642392061895,50.76142131979697,0.013206550449027125,45952192.7173,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:01:19.108206,TAO_USDT,WIN,LONG,239.92,238.28371428571427,243.19257142857145,243.19257142857145,2.0,,,,,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:01:19.108307,PEPE_USDT,WIN,LONG,4.1068e-06,4.072711428571429e-06,4.174977142857143e-06,4.174977142857143e-06,2.0,,,,,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:01:19.108489,PEPE_USDT,OPEN,LONG,4.1731e-06,4.141008571428571e-06,4.237282857142857e-06,,,3.016074139899936,0.0001,34.0,2.0505867356632344,70.77833409194345,0.00239630011263136,145075027.249,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:01:19.108585,TAO_USDT,OPEN,LONG,243.59,241.98971428571429,246.79057142857147,,,3.4543503475786905,5e-05,31.5,1.3443517442347561,91.57754010695163,0.028736811855984718,70981012.8356,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:10:59.322356,SILVER_USDT,WIN,LONG,69.18,68.93787,69.66426,69.66426,2.0,,,,,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:10:59.322482,PUMPFUN_USDT,LOSS,LONG,0.00501,0.004961142857142857,0.005107714285714286,0.004961142857142857,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:10:59.322546,PEPE_USDT,LOSS,LONG,4.1731e-06,4.141008571428571e-06,4.237282857142857e-06,4.141008571428571e-06,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:10:59.322677,SAMSUNGSTOCK_USDT,OPEN,SHORT,185.08,185.72778000000002,183.78444000000002,,,12.635899880938192,0.0,32.0,1.2837296207600444,33.77192982456141,0.005403068943170157,43812702.1976,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:21:05.717111,LINK_USDT,OPEN,LONG,11.725,11.673228571428572,11.828542857142855,,,5.900980268573308,0.0001,22.0,1.1057948422949408,58.75486381322957,0.008528784648182906,151943838.0756,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:31:08.833934,SOXL_USDT,LOSS,SHORT,114.51,115.33114285714286,112.8677142857143,115.33114285714286,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:31:08.834048,TAO_USDT,LOSS,LONG,243.59,241.98971428571429,246.79057142857147,241.98971428571429,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:31:08.834158,LINK_USDT,LOSS,LONG,11.725,11.673228571428572,11.828542857142855,11.673228571428572,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:31:08.834284,SKHYNIXSTOCK_USDT,OPEN,SHORT,1184.12,1188.6285714285711,1175.1028571428571,,,2.977161514420819,-3.3e-05,32.0,2.136287133329155,41.13815563935572,0.013512144039443173,149230868.43948,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:31:08.834386,SNDKSTOCK_USDT,OPEN,SHORT,1483.71,1492.578,1465.9740000000002,,,24.336617132155876,0.000424,42.0,3.7160696405702254,38.60786856895805,0.007413847719576421,59522729.59688,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:40:59.304068,TRUMPOFFICIAL_USDT,LOSS,LONG,2.517,2.4881142857142855,2.5747714285714287,2.4881142857142855,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:40:59.304176,HYPE_USDT,LOSS,LONG,80.335,79.84591428571429,81.31317142857142,79.84591428571429,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:40:59.304239,ZEC_USDT,LOSS,LONG,851.44,843.3417142857144,867.6365714285715,843.3417142857144,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:40:59.304289,SUI_USDT,LOSS,LONG,0.8338,0.8275171428571428,0.8463657142857142,0.8275171428571428,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:40:59.304336,ADA_USDT,LOSS,LONG,0.2246,0.22298857142857142,0.22782285714285713,0.22298857142857142,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:40:59.304385,AVAX_USDT,LOSS,LONG,7.572,7.538742857142857,7.638514285714285,7.538742857142857,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:40:59.304432,SAMSUNGSTOCK_USDT,WIN,SHORT,185.08,185.72778000000002,183.78444000000002,183.78444000000002,2.0,,,,,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:40:59.304479,SKHYNIXSTOCK_USDT,WIN,SHORT,1184.12,1188.6285714285711,1175.1028571428571,1175.1028571428571,2.0,,,,,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:40:59.304531,SNDKSTOCK_USDT,WIN,SHORT,1483.71,1492.578,1465.9740000000002,1465.9740000000002,2.0,,,,,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:40:59.304619,SOXL_USDT,OPEN,SHORT,109.06,110.43400000000001,106.312,,,7.226020125295977,0.0,23.0,2.3362895235234173,22.023182297154904,0.009169264624981768,342482443.6821,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:51:04.767864,SNDKSTOCK_USDT,OPEN,SHORT,1430.09,1445.5245714285713,1399.220857142857,,,11.023348233221562,0.000497,19.5,2.3678190080731336,11.194102240760472,0.000699256690137747,100165272.9488,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T22:51:04.768022,SPX500_USDT,OPEN,SHORT,7647.5,7674.266250000001,7593.9675,,,5.12724207840206,-7.9e-05,30.0,5.048340428668841,38.29787234042576,0.005230467473025645,49538258.09624,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T23:01:24.278070,TUT_USDT,WIN,SHORT,0.06302,0.06664828571428572,0.05576342857142858,0.05576342857142858,2.0,,,,,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T23:20:58.647876,SNDKSTOCK_USDT,LOSS,SHORT,1430.09,1445.5245714285713,1399.220857142857,1445.5245714285713,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-24T23:20:58.647994,BTC_USDT,OPEN,LONG,79191.7,78799.46285714286,79976.17428571428,,,0.44023671798269076,0.0001,25.0,1.1832107610577485,47.243731090713304,0.0025255171943524383,5200443536.86374,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25T00:10:55.491075,WLD_USDT,OPEN,LONG,0.405,0.40180285714285713,0.41139428571428577,,,3.29098909643757,4.3e-05,16.0,1.1477083708209757,68.67469879518073,0.024691358024688637,42641060.8012,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25T00:20:56.944482,TAO_USDT,OPEN,LONG,243.58,241.54257142857145,247.65485714285714,,,2.5107565955652884,5e-05,38.0,2.1023716123965106,64.54880294659301,0.012316282124969677,71065818.6046,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25T00:20:56.944686,PUMPFUN_USDT,OPEN,SHORT,0.004969,0.00501297142857143,0.004881057142857143,,,1.109459062980018,5e-05,28.0,2.465895837972018,50.95541401273884,0.020124773596282255,43975844.2378,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25T00:31:11.202389,WLD_USDT,WIN,LONG,0.405,0.40180285714285713,0.41139428571428577,0.41139428571428577,2.0,,,,,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25T00:31:11.202563,DOGE_USDT,OPEN,LONG,0.09251,0.09188171428571427,0.09376657142857142,,,1.0810887857252431,0.0001,27.0,1.618830283364427,67.86786786786782,0.010809642200838961,164114527.596,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25T00:31:11.202649,PEPE_USDT,OPEN,LONG,4.1701e-06,4.126814285714285e-06,4.256671428571429e-06,,,3.1116685671736177,0.0001,30.0,1.1479261647031664,68.04819277108423,0.00959209611280377,155156356.441,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25T00:31:11.202711,LINK_USDT,OPEN,LONG,11.727,11.656714285714285,11.86757142857143,,,1.511176997857242,0.0001,33.0,1.1446276460234843,60.32608695652175,0.01705466018590149,149193733.3991,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25T00:31:11.202803,ENA_USDT,OPEN,LONG,0.16355,0.16143028571428572,0.1677894285714286,,,0.412257935113405,5e-05,32.0,1.142379496032728,61.287758346581796,0.00611433812290431,64057363.9334,OI_FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25T00:41:02.658433,DOGE_USDT,LOSS,LONG,0.09251,0.09188171428571427,0.09376657142857142,0.09188171428571427,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25T00:41:02.658537,PEPE_USDT,LOSS,LONG,4.1701e-06,4.126814285714285e-06,4.256671428571429e-06,4.126814285714285e-06,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25T00:41:02.658603,LINK_USDT,LOSS,LONG,11.727,11.656714285714285,11.86757142857143,11.656714285714285,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25T00:51:11.374366,SOXL_USDT,LOSS,SHORT,109.06,110.43400000000001,106.312,110.43400000000001,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25T00:51:11.374439,TAO_USDT,LOSS,LONG,243.58,241.54257142857145,247.65485714285714,241.54257142857145,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
